ID	title	budget	revenu	nb_vote	moy_vote	runtime	release_date	homepage	prod	language	country	keyword	genre
607	Men in Black	90000000.0	589390539.0	4412	6.9	98.0	1997-07-02	http://www.sonypictures.com/homevideo/meninblack/	Amblin Entertainment|Columbia Pictures Corporation|Parkes+MacDonald Image Nation	en	US	secret identity|sun glasses|undercover|space marine|illegal immigration|deportation|new identity|giant cockroach|cannon|flying saucer|stay permit|alien|fictional government agency	Action|Adventure|Comedy|Science Fiction
608	Men in Black II	140000000.0	441818803.0	3114	6.0	88.0	2002-07-03	http://www.sonypictures.com/homevideo/meninblackii/	Columbia Pictures|Amblin Entertainment|Columbia Pictures Corporation|Parkes+MacDonald Image Nation	en	US	saving the world|secret identity|sun glasses|undercover|space marine|illegal immigration|deportation|new identity|flying saucer|light|firearm|alien|fictional government agency	Action|Adventure|Comedy|Science Fiction
2832	Identity	30000000.0	90259536.0	1061	7.1	90.0	2003-04-25		Konrad Pictures|Columbia Pictures Corporation	en	US	weather|multiple character|scream|convict|psychopathy|rainstorm	Mystery|Thriller
270946	Penguins of Madagascar	132000000.0	373552094.0	1346	6.5	92.0	2014-11-22		DreamWorks Animation	en	US	penguin|madagascar|3d	Family|Animation|Adventure|Comedy
16995	State of Play	60000000.0	87784194.0	484	6.7	127.0	2009-04-17	http://www.stateofplaymovie.net/	Universal Pictures|StudioCanal|Andell Entertainment|Relativity Media|Working Title Films	en	FR|GB|US	corruption|assassination|detective|journalist|assassin|newspaper|congress|editor-in-chief|conspiracy of murder|politics|election campaign|government|murder|thriller|blog|reporter	Action
612	Munich	70000000.0	130358911.0	696	6.9	164.0	2005-12-22		DreamWorks SKG|Universal Pictures|Amblin Entertainment|Peninsula Films|Alliance Atlantis Communications|Kennedy/Marshall Company, The|Barry Mendel Productions	en	CA|US|FR	paris|assassination|israel|hotel room|1970s|hostage|intelligence|olympic games|munich|mossad|israeli|palestinian|beirut|ailul al aswad|plo|bomb constructor|baader-meinhof group|olympian village|revenge	Drama|Action|History|Thriller
25189	The Mirror Has Two Faces	42000000.0	0.0	47	6.5	126.0	1996-11-15		TriStar Pictures|Phoenix Pictures	en	US	sex|professor|wedding|woman director|columbia university	Comedy|Drama|Romance
615	The Passion of the Christ	30000000.0	611899420.0	864	6.9	127.0	2004-02-25	http://www.thepassionofthechrist.com/	Icon Productions|Twentieth Century Fox Film Corporation	en	US	christianity|jewry|roman empire|jesus christ|suffering|apostle|last supper|roman|bible|mission|torture	Drama
616	The Last Samurai	140000000.0	456758981.0	1895	7.3	154.0	2003-12-05		Cruise/Wagner Productions|Warner Bros.|Radar Pictures|Bedford Falls Company, The	en	JP|US|NZ	japan|war crimes|sense of guilt|swordplay|general|samurai|war veteran|katana|sword|arms deal|homeland|emperor|language barrier|self-discovery|mountain village|foreign legion|mercenary|campaign|commercial agreement|insurgence|leader|war strategy|gettysburg|loss of husband|slaughter|soldier|alcoholic|u.s. soldier|japanese army|19th century|war trauma	Drama|Action|War|History
164457	Out of the Furnace	22000000.0	15400000.0	720	6.5	116.0	2013-12-06		Appian Way|Scott Free Productions|Relativity Media|Energy Entertainment|Red Granite Pictures	en	US	prison|brother brother relationship|drug dealer|brother|revenge|drug use|car accident|justice|family|bare knuckle fighting|rust belt|neo-noir|manslaughter|social decay|ptsd	Thriller|Drama|Crime
8810	Mad Max 2: The Road Warrior	2000000.0	24600832.0	957	7.3	95.0	1981-12-24		Kennedy Miller Productions	en	AU	explosive|boomerang|pilot|chase|post-apocalyptic|dystopia|deal|survivor|feral child|australia|community|ex-cop|truck|sequel|independent film|oil|wasteland|gang rape|violence|dog|desolate|oil refinery|disfigurement mask|music box|oil tanker|wanderer|ozploitation|motorcycle gangs	Adventure|Action|Thriller|Science Fiction
619	The Bodyguard	25000000.0	411006740.0	661	6.1	129.0	1992-11-25		Tig Productions|Warner Bros.|Kasdan Pictures	en	US	sister sister relationship|anonymous letter|diva|bodyguard|oscar award|los angeles	Thriller|Action|Drama|Music|Romance
25196	Crazy Heart	7000000.0	39462438.0	274	6.8	112.0	2009-12-16		Fox Searchlight Pictures|Butcher's Run Films|Informant Media	en	US	taxi|country music|journalist|guitar|bar|musician|alcoholism|independent film|singer|memory|texan|alcoholic|drink|guilt|biscuit	Drama|Music|Romance
621	Grease	6000000.0	181813770.0	1581	7.2	110.0	1978-07-07		Paramount Pictures|Robert Stigwood Organization (RSO)	en	US	flying car|street gang|running|graduation|musical|rivalry|gossip|makeover|based on stage musical|automobile racing|nostalgic|greaser|wolf whistle|school dance|animated credits|pep rally|wrong side of the tracks|mooning|school principal	Romance
8814	Doom	60000000.0	55987321.0	609	5.0	105.0	2005-10-20		Di Bonaventura Pictures|John Wells Productions|Reaper Productions|Stillking Films|Babelsberg Film|Doom Productions|Distant Planet Productions	en	CZ|DE|GB|US	teleportation|based on video game|severed ear|future war|wisecrack humor|commando mission	Adventure|Action|Horror
8818	Evita	55000000.0	141047179.0	120	5.9	134.0	1996-12-14	http://en.wikipedia.org/wiki/Evita_(film)	Hollywood Pictures|Cinergi Pictures Entertainment	en	US|HU	prostitute|deification|dancehall hostess|perónism|argentine president|rise to power|singing narrator|soccer ball	History|Drama|Music
627	Trainspotting	4000000.0	16491080.0	2655	7.8	93.0	1996-02-23	http://www.miramax.com/movie/trainspotting/	Miramax Films|Channel Four Films|Noel Gay Motion Picture Company|Figment Films|Film4	en	GB	london england|alcohol|sex|based on novel|drug addiction|drug dealer|nightclub|junkie|heroin|cold turkey|modern society|hallucination|friendship|surrealism|dark comedy|stealing|monologue|cult film|recovering drug addict|illegal drugs|drug deal|drug rehabilitation|drug culture|antihero	Drama|Crime
628	Interview with the Vampire	60000000.0	223664608.0	1516	7.2	123.0	1994-11-11		Geffen Pictures	en	US	paris|san francisco|vampire|plantation|pity|bite|fang vamp	Horror|Romance
629	The Usual Suspects	6000000.0	23341568.0	3254	8.1	106.0	1995-07-19	http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects	Blue Parrot Productions|Bad Hat Harry Productions	en	US	law|relatives|theft|criminal|criminal mastermind|hungarian|sibling	Drama|Crime|Thriller
630	The Wizard of Oz	2777000.0	33754967.0	1642	7.4	102.0	1939-08-15	http://thewizardofoz.warnerbros.com/	Loew's Incorporated	en	US	witch|adolescence|based on novel|secret identity|clock|dream|lion|tornado|scarecrow|musical|crow|music|kansas|classic|imaginary land|cowardliness|sepia color	Adventure|Family|Fantasy
25208	The Caveman's Valentine	0.0	0.0	27	6.0	105.0	2001-01-19		Franchise Pictures|Focus Features|Jersey Shore	en	US	woman director	Drama|Mystery|Thriller
25209	Annie Get Your Gun	3768785.0	8000000.0	22	7.3	107.0	1950-05-17		Metro-Goldwyn-Mayer (MGM)	en	US	musical|annie oakley|sharpshooter	Action|Comedy|Music|Romance|Western
634	Bridget Jones's Diary	25000000.0	281929795.0	1356	6.5	97.0	2001-04-13		Miramax Films|Universal Pictures|Studio Canal|Working Title Films|Little Bird	en	FR|IE|GB|US	holiday|london england|england|alcohol|sex|lovesickness|telecaster|birthday|christmas party|news broadcast|sexual frustration|diary|cigarette|daughter|mother daughter relationship|lawyer|reporter|extramarital affair|duringcreditsstinger|woman director|christmas	Comedy|Romance|Drama
49787	The Reef	0.0	0.0	130	5.4	94.0	2010-05-15	http://reefmovie.com/	Lightning Entertainment|Screen Australia|Screen NSW|ProdigyMovies|Mysterious Light	en	AU	boat|boat accident|underwater|shark|great white shark	Drama|Horror|Thriller
12569	Extract	8000000.0	10848783.0	192	5.7	92.0	2009-09-03	http://www.extract-the-movie.com/	Miramax Films	en	US	infidelity|con man|thief|independent film|business|manufacturing|industrial accident|duringcreditsstinger|sexless marriage|misfortune	Comedy
77930	Magic Mike	7000000.0	167221571.0	1040	6.1	110.0	2012-06-28	http://magicmikemovie.warnerbros.com	Extension 765|Iron Horse Entertainment (II)	en	US	dancing|florida|strip club|male stripper|novice	Drama|Comedy
8831	Timecop	27000000.0	101646581.0	282	5.5	99.0	1994-09-15		Universal Pictures|Renaissance Pictures|Dark Horse Entertainment|Largo Entertainment|Signature Pictures|JVC Entertainment Networks	en	JP|US	martial arts|time travel|science fiction|alternative reality	Thriller|Science Fiction|Action|Crime
640	Catch Me If You Can	52000000.0	352114312.0	3795	7.7	141.0	2002-12-25	https://www.facebook.com/CatchMeIfYouCanMovie	Kemp Company|Splendid Pictures|Parkes/MacDonald Productions	en	US	con man|biography|fbi agent|overhead camera shot|attempted jailbreak|engagement party|mislaid trust|bank fraud|inspired by a true story	Drama|Crime
641	Requiem for a Dream	4500000.0	7390108.0	2443	7.9	102.0	2000-10-27	http://www.requiemforadream.com/	Artisan Entertainment	en	US	drug addiction|junkie|heroin|speed|diet|unsociability|illegal prostitution	Crime|Drama
8834	Conspiracy Theory	75000000.0	136982834.0	431	6.5	135.0	1997-08-07		Silver Pictures|Warner Bros.|Donner/Shuler-Donner Productions	en	US	new york|cia|helicopter|assassin|secret|obsession|taxi driver|fbi|paranoia|wheelchair|chase|theory|politics|government|control|cover-up|murder|suspense|conspiracy|torture|flashback|target|geronimo|newsletter	Action|Drama|Mystery|Thriller
8835	Legally Blonde	18000000.0	141774679.0	882	6.1	96.0	2001-07-13		Marc Platt Productions|Metro-Goldwyn-Mayer (MGM)	en	US	harvard law school|black female judge|smart blonde|girl power	Comedy
644	A.I. Artificial Intelligence	100000000.0	235926552.0	1974	6.8	146.0	2001-06-29		DreamWorks SKG|Amblin Entertainment|Stanley Kubrick Productions|Warner Bros.	en	US	artificial intelligence|prophecy|prostitute|android|loss of mother|extraterrestrial technology|ice age|adoption|fairy tale|pinocchio|prosecution|gigolo|hologram|dystopia|alien|destiny|capture|doppelganger	Drama|Science Fiction|Adventure
8838	Mercury Rising	60000000.0	0.0	368	6.0	111.0	1998-04-03		Imagine Entertainment|Universal Pictures	en	US	assassin|loss of family|autism|fbi|bangkok|national security agency (nsa)|boy|child in peril|fbi agent|autistic savant	Action|Crime|Drama|Thriller
8839	Casper	50000000.0	287928194.0	1019	6.0	100.0	1995-05-26		Universal Pictures|Amblin Entertainment|The Harvey Entertainment Company	en	US	halloween|friendship|supernatural|afterlife|friends|danger|ghost|disorder|young heroes|imaginary|supernatural ability|mischievous children	Fantasy|Comedy|Family
8840	DragonHeart	57000000.0	115267375.0	535	6.4	103.0	1996-05-31		Universal Pictures	en	US	magic|kingdom|despot|immortality|village|forest|army|horror|partner|revenge|knight|battle|medieval|dragonheart	Fantasy
8841	The Class	0.0	28814580.0	174	6.8	128.0	2008-09-24		Haut et Court|France 2 Cinéma	fr	FR	paris|socially deprived family|literature|illegal immigration|immigrant|education|boredom|class society|violence in schools|republicanism|diversity|teacher|school|school life|teachers and students	Drama
8842	Against the Ropes	39000000.0	6614280.0	32	4.5	106.0	2004-02-20		Paramount Pictures|Cort/Madden Productions|ATR Films|MMP Erste Filmproduktions|Moviemakers Productions (MMP)	en	DE|US	biography|sport	Romance|Drama
8843	The Cell	33000000.0	104155843.0	436	6.0	107.0	2000-08-17		New Line Cinema|Avery Pix|Radical Media|Katira Productions GmbH & Co. KG|Caro-McLeod	en	DE|US	drowning|therapist|virtual reality|serial killer|psychopathy|fbi agent	Horror|Science Fiction|Thriller
652	Troy	175000000.0	497409852.0	2759	6.9	163.0	2004-05-13		Plan B Entertainment|Warner Bros.|Nimar Studios|Radiant Productions|Helena Productions|Latina Pictures	en	US|MT|GB	brother brother relationship|adultery|mythology|beauty|trojan war|bravery|wall|fraud|hostility|epic|sword fight|battlefield|ancient world|pyre|ancient greece|trojan horse|trojan|bronze age|sparta greece|helen of troy|homer's iliad	Adventure|Drama|War
654	On the Waterfront	910000.0	9600000.0	357	8.0	108.0	1954-06-22		Columbia Pictures|Horizon Pictures	en	US	murder|suspense|union|dock|longshoreman|pigeon	Crime|Drama
8847	Standard Operating Procedure	0.0	0.0	14	6.6	117.0	2008-02-12	http://www.sonyclassics.com/standardoperatingprocedure/	Sony Pictures Classics	en	US	prison|prisoner|jail guard|prison cell|bagdad|iraq|photography|detention camp|torture|soldier|humiliation	Documentary
8848	The Bank Job	20000000.0	64822796.0	697	6.6	112.0	2008-02-28	http://thebankjobmovie.com/	Atlas Entertainment|Mosaic Media Group|Omnilab Media|Relativity Media|Skyline (Baker St)	en	AU|GB|US	infidelity|subway|car dealer|vault|mannequin|bahamas|strip club|wife|offer|photography|london underground|based on true story|extortion|double cross|walkie talkie|railway station|jackhammer|political corruption|bank heist|cabinet officer|corrupt policeman	Thriller|Crime|Drama
8849	Alfie	60000000.0	13395939.0	248	5.6	103.0	2004-10-22		Paramount Pictures|Patalex Productions	en	GB|US	new york|cheating|flirt|lover|older woman seduces younger guy|playboy	Comedy
8850	The Shadow	25000000.0	48063435.0	138	5.4	108.0	1994-07-01		Universal Pictures	en	US	new york|atomic bomb|ladykiller|hypnosis|superhero|based on comic book|radio series|invisibility|the shadow	Adventure|Fantasy|Action|Thriller|Science Fiction
17043	The Crocodile Hunter: Collision Course	0.0	33082548.0	34	5.3	90.0	2002-07-26		Cheyenne Enterprises|Discovery Channel Pictures|Metro-Goldwyn-Mayer (MGM)|J&M Entertainment|Animal Planet|Winchester Films|Best Picture Show Company, The	en	AU|US	crocodile	Family|Action|Adventure
660	Thunderball	5500000.0	141195658.0	562	6.5	130.0	1965-12-16	http://www.mgm.com/view/movie/2009/Thunderball/	Eon Productions|Metro-Goldwyn-Mayer (MGM)	en	BS|FR|GB|US	paris|florida|fighter pilot|sanatorium|secret organization|nuclear missile|coral reef|bahamas|scuba diving|scuba|british secret service	Adventure|Action|Thriller
241771	Beyond the Lights	7000000.0	14618727.0	139	7.0	116.0	2014-09-10	http://beyondthelightsmovie.tumblr.com/	Relativity Media|Homegrown Pictures|Black Entertainment Television (BET)|Relativity Sports|Undisputed Cinema	en	US	talent|success|musician|woman director	Romance|Drama
8854	Steel	16000000.0	1686429.0	48	4.3	97.0	1997-08-15		Quincy Jones-David Salzman Entertainment|Warner Bros.|DC Entertainment	en	US	dc comics|los angeles|soldier|military	Science Fiction|Action|Adventure
17047	Agent Cody Banks 2: Destination London	26000000.0	28818995.0	144	5.2	100.0	2004-12-03	http://www.mgm.com/view/Movie/33/	Splendid Pictures|Maverick Films|Metro-Goldwyn-Mayer (MGM)|Dylan Sellers Productions|Madacy Entertainment	en	US	london england|cia|teenage hero|teen spy|cia agent	Comedy
664	Twister	92000000.0	494471524.0	950	6.1	113.0	1996-05-10		Universal Pictures|Amblin Entertainment|Warner Bros.|Constant c Productions	en	US	wife husband relationship|tornado|twister|oklahoma|metereologist|invention|climate|barn|natural disaster|cow|truck|disaster|aunt niece relationship|storm chaser|divorce	Action|Adventure|Drama
666	Central Station	2900000.0	5596708.0	126	7.6	113.0	1998-01-16		MACT Productions|Videofilms|Riofilm	pt	BR	brazilian|brazil|rio de janeiro|letter|wilderness|teacher|alcoholic|railroad|missing father|long lost relative|realism	Drama
8859	Dude Where’s My Car?	13000000.0	73180723.0	509	5.2	83.0	2000-12-15		Twentieth Century Fox Film Corporation|Alcon Entertainment	en	US	dude|amnesia|idiot|auto|friendship|cannabis|hangover|spoof|teenager|drug|alcohol abuse|celebration|car|duringcreditsstinger|child	Comedy
668	On Her Majesty's Secret Service	6500000.0	81974493.0	456	6.5	142.0	1969-12-12	http://www.mgm.com/view/movie/1411/On-Her-Majesty%E2%80%99s-Secret-Service/	United Artists|Eon Productions|Danjaq	en	GB|US	london england|suicide|england|switzerland|secret identity|new identity|honeymoon|secret mission|secret organization|secret lab|villain|kilt|family history|title of nobility|snow storm|daughter|espionage|killer|british secret service|skiing|alps|aftercreditsstinger	Adventure|Action|Thriller
135595	Trade Of Innocents	0.0	0.0	12	5.5	91.0	2012-09-27	http://www.tradeofinnocentsthemovie.com/		en	US|TH		Drama|Thriller
41630	No Strings Attached	25000000.0	147780440.0	1331	6.1	107.0	2011-01-21	http://www.nostringsattachedmovie.com/	Katalyst Films|The Montecito Picture Company|Handsomecharlie Films	en	US	father son relationship|casual meeting|student of medicine|friends|valentine|male female relationship|open relationship|sexual humor|best friend|casual sex|best friends in love|duringcreditsstinger|fling|father son conflict|friends with benefit	Comedy|Romance
671	Harry Potter and the Philosopher's Stone	125000000.0	976475550.0	7006	7.5	152.0	2001-11-16	http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html	1492 Pictures|Warner Bros.|Heyday Films	en	GB|US	witch|christmas party|magic|cutting the cord|halloween|child hero|broom|chosen one|frog|fantasy world|based on young adult novel	Adventure|Fantasy|Family
672	Harry Potter and the Chamber of Secrets	100000000.0	876688482.0	5815	7.4	161.0	2002-11-13		1492 Pictures|Heyday films|Warner Bros.	en	DE|GB|US	flying car|witch|magic|cutting the cord|child hero|broom|sorcerer's apprentice|school of witchcraft|giant snake|black magic|aftercreditsstinger	Adventure|Fantasy|Family
673	Harry Potter and the Prisoner of Azkaban	130000000.0	789804554.0	5877	7.7	141.0	2004-05-31		1492 Pictures|Heyday films|Warner Bros.	en	GB|US	flying|traitor|magic|cutting the cord|child hero|broom|sorcerer's apprentice|school of witchcraft|griffon|black magic|time travel|best friend|werewolf|dark|muggle|aftercreditsstinger	Adventure|Fantasy|Family
674	Harry Potter and the Goblet of Fire	150000000.0	895921036.0	5608	7.5	157.0	2005-11-05	http://harrypotter.warnerbros.com/	Patalex IV Productions Limited|Warner Bros.|Heyday Films	en	GB|US	magic|dying and death|broom|sorcerer's apprentice|school of witchcraft|chosen one|black magic|boarding school|vision|tournament|teenager|wizard|teenage hero|based on young adult novel	Adventure|Fantasy|Family
675	Harry Potter and the Order of the Phoenix	150000000.0	938212738.0	5494	7.4	138.0	2007-06-28	http://www.harrypotterorderofthephoenix.com/	Warner Bros.|Heyday Films	en	GB|US	prophecy|witch|loss of lover|magic|cutting the cord|child hero|dying and death|broom|sorcerer's apprentice|school of witchcraft|black magic|death of a friend|sorcery|occultism	Adventure|Fantasy|Family|Mystery
676	Pearl Harbor	140000000.0	449220945.0	1791	6.6	183.0	2001-05-21		Jerry Bruckheimer Films|Touchstone Pictures	en	US	nurse|patriotism|hawaii|world war ii|pilot|pearl harbor|u.s. air force|airplane|war|army|love|pin-up	History|Romance|War
8869	Eight Legged Freaks	0.0	0.0	295	5.4	99.0	2002-07-17		Village Roadshow Pictures|NPV Entertainment|Centropolis Entertainment|Electric Entertainment|Warner Bros.	en	AU|US	pick up|wetting pants|hockey mask|barbershop|perfume|aunt nephew relationship|straight razor|town meeting|forklift|contamination|spiders|animal horror	Action|Comedy|Horror|Thriller
8870	Red Planet	80000000.0	33463969.0	267	5.4	106.0	2000-11-10		Village Roadshow Pictures|NPV Entertainment|Warner Bros.|The Canton Company|Mars Production Pty. Ltd.	en	AU|US	mars|future|astronaut|science|catastrophe	Thriller|Action|Science Fiction
8871	How the Grinch Stole Christmas	123000000.0	345141403.0	1386	6.2	104.0	2000-11-17	http://www.grinched.com/	Imagine Entertainment|Universal Pictures	en	DE|US	holiday|christmas party|new love|santa claus|village|kids and family	Family|Comedy|Fantasy
8872	Wayne's World	20000000.0	121697323.0	728	6.5	94.0	1992-02-14		Paramount Pictures	en	US	tv show|heavy metal|television producer|woman director	Music|Comedy
681	Diamonds Are Forever	7200000.0	116019547.0	553	6.3	120.0	1971-12-13	http://www.mgm.com/view/movie/529/Diamonds-Are-Forever/	United Artists|Eon Productions|Danjaq	en	GB|US	spy|fight|secret organization|satellite|secret agent|plastic surgery|smuggling|murder|extortion|violence|millionaire|fingerprints|dirt bike|woman drowned|casino owner|old woman murdered|high dive|gender disguise|aftercreditsstinger|master villain	Adventure|Action|Thriller
8874	My Best Friend's Wedding	38000000.0	299288605.0	584	6.3	105.0	1997-06-19		TriStar Pictures	en	US	karaoke|marriage proposal|new love|love of one's life|kiss|man-woman relation|secret love|wedding	Comedy|Romance
8875	Timber Falls	2600000.0	0.0	38	5.2	97.0	2007-12-07		Ascendant Pictures|A-Mark Entertainment|Film Tiger|Rifkin-Eberts	en	US	fanatic|forest|west virginia|suspense	Horror|Thriller
139948	Burn	225000.0	111300.0	6	6.9	86.0	2012-11-01	http://detroitfirefilm.org/	Apostle Productions	en	US	michigan|crisis|fire fighting|detroit|woman director	Foreign|Documentary
686	Contact	90000000.0	171120329.0	1308	7.2	150.0	1997-07-11	http://www.warnerbros.com/contact	Warner Bros.|South Side Amusement Company	en	US	based on novel|nasa|new mexico|extraterrestrial technology|prime number|star|radio wave|wormhole|fanatic|spirituality|religion|scientist|sabotage|ham radio|alien contact|mechanical engineering|observatory|eccentric man|radio telescope	Drama|Science Fiction|Mystery
687	Dead Man Walking	11000000.0	39363635.0	337	7.3	122.0	1995-12-29		Havoc|PolyGram Filmed Entertainment|Working Title Films	en	US|GB	prison|rape|socially deprived family|penalty|death penalty|despair|death row|begnadigung|therapist|self-discovery|prison cell|court case|death sentence|doomed man|sentence|lethal injection|forgiveness|charity|mercy petition|rage and hate|unsociability|right and justice|court|electric chair|cowardliness	Drama
688	The Bridges of Madison County	24000000.0	182016617.0	385	7.3	135.0	1995-05-28		Amblin Entertainment|Malpaso Productions|Warner Bros.	en	US	farewell|adultery|love at first sight|photographer|wife husband relationship|iowa|love of one's life|mother role|bridge|housewife|love letter|peasant|marriage crisis|photography|unsociability|secret love|nature documentary	Drama|Romance
345911	Lights Out	4900000.0	44107032.0	1129	6.3	81.0	2016-07-21	http://www.lightsoutmovie.com/	New Line Productions|Matter Productions|Atomic Monster	en	US	suicide|darkness|basement|based on short story|fear of the dark|ghost	Horror|Thriller
691	The Spy Who Loved Me	14000000.0	185438673.0	507	6.6	125.0	1977-07-07	http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/	United Artists|Eon Productions|Danjaq	en	GB|US	london england|submarine|england|assassination|spy|cairo|terrorist|egypt|mass murder|pyramid|russia|planned murder|secret intelligence service|kgb|villain|nuclear missile|tanker|sphinx|sardinien|warhead|jet ski|utopia|murder|shark|killer|british secret service|skiing	Adventure|Action|Thriller
692	Pink Flamingos	12000.0	6000000.0	110	6.2	93.0	1972-03-12		Dreamland Productions	en	US	gay|trailer park|pop culture|drug dealer|heroin|fetishism|spanner|excrements |disgust|dog dirt|van|independent film|adult humor|unsimulated sex|cult classic|drag|hitchhike	Horror|Comedy|Crime
693	Meet the Fockers	80000000.0	516642939.0	1373	6.1	115.0	2004-12-22	http://www.meetthefockers.com/index.php	DreamWorks SKG|Universal Pictures|Everyman Pictures|Tribeca Productions	en	US	cia|parents kids relationship|florida|anti-authoritarian upbringing|jew|parents-in-law|orderly|just married|sex therapy|bad father-in-law|family|illegitimate son	Comedy|Romance
694	The Shining	19000000.0	44017374.0	3757	8.1	144.0	1980-05-22		Hawk Films|Warner Bros.|Peregrine	en	US|GB	hotel|isolation|hotelier|colorado|maze|bartender|ax|delusion|loneliness|caretaker|vision|snow|writer|alcoholic|snowed in|off season	Horror|Thriller
698	Moonraker	34000000.0	210308099.0	541	5.9	126.0	1979-06-26	http://www.mgm.com/view/movie/1292/Moonraker/	United Artists|Eon Productions	en	FR|GB|US	venice|mass murder|space marine|space suit|marcus square|space battle|secret base|utopia|space travel|boat chase|astronaut|lasers|british secret service|weightlessness	Action|Adventure|Thriller|Science Fiction
699	For Your Eyes Only	28000000.0	195312802.0	490	6.3	127.0	1981-06-23	http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/	United Artists|Eon Productions	en	GB|US	london england|submarine|england|sea|assassin|mountains|undercover|olympic games|drug traffic|secret mission|secret intelligence service|kgb|coral reef|ski jump|parrot|cryptographic device|gang of smugglers|figure skating|motorcycle|monastery|british secret service|skiing	Adventure|Action|Thriller
700	Octopussy	27500000.0	187500000.0	527	6.2	131.0	1983-06-05	http://www.mgm.com/view/movie/1394/Octopussy/	Eon Productions	en	GB|US	atomic bomb|eastern block|crocodile|secret intelligence service|kgb|snake charmer|hot air balloon|east berlin|british secret service	Adventure|Action|Thriller
702	A Streetcar Named Desire	1800000.0	8000000.0	281	7.6	125.0	1951-09-18		Charles K. Feldman Group|Warner Bros.	en	US	southern usa|rape|sister sister relationship|loss of sense of reality|brother-in-law|violent husband|new orleans|middle aged woman|brother-in-law sister-in-law relationship|light bulb|expectant father|off screen rape	Drama
703	Annie Hall	4000000.0	38251425.0	1010	7.8	93.0	1977-04-19		United Artists	en	US	narration|neurosis|comedian|job interview|love|singer|jewish|breaking the fourth wall|talking to the audience|volkswagen beetle	Comedy|Drama|Romance
58048	Shanghai Surprise	17000000.0	0.0	15	2.9	97.0	1986-08-29		HandMade Films|Vista Organisation, The	en	GB		Adventure
707	A View to a Kill	30000000.0	152427960.0	506	6.0	131.0	1985-05-24	http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/	Eon Productions	en	FR|IS|GB|US	paris|london england|france|england|san francisco|horse race|fire|helicopter|drug abuse|terrorist|secret identity|firemen|fire engine|villain|ascot|silicon valley|zeppelin|earthquake|snowboarding|microchip|doping|racehorse|flooding|pipeline|snow|british secret service|skiing	Adventure|Action|Thriller
708	The Living Daylights	40000000.0	191185897.0	440	6.2	130.0	1987-06-29	http://www.mgm.com/view/movie/1132/The-Living-Daylights/	United Artists|Eon Productions	en	GB|US	london england|smuggling of arms|prison|england|assassination|spy|falsely accused|secret identity|country estate|arms deal|russia|drug traffic|secret mission|secret intelligence service|kgb|villain|renegade|special car|tangier morocco|big wheel|pipeline|cello|orchestra|freedom fighter|czechoslovakia|bratislava|afghanistan|airplane|schloss schönbrunn|escape|moscow|vienna	Action|Adventure|Thriller
709	Licence to Kill	32000000.0	156167015.0	541	5.9	133.0	1989-07-07	http://www.mgm.com/view/movie/1111/License-to-Kill/	Eon Productions	en	GB|US	corruption|florida|secret identity|liberation of prisoners|drug traffic|floatplane|transport of prisoners|tank car|florida keys|coast guard|airplane|british secret service	Adventure|Action|Thriller
710	GoldenEye	58000000.0	352194034.0	1174	6.6	130.0	1995-11-16	http://www.mgm.com/view/movie/757/Goldeneye/	United Artists|Eon Productions	en	GB|US	cuba|falsely accused|secret identity|computer virus|secret base|secret intelligence service|kgb|satellite|special car|cossack|electromagnetic pulse|time bomb|st. petersburg russia|ejection seat|red army	Adventure|Action|Thriller
82631	Won't Back Down	0.0	5310554.0	40	5.8	121.0	2012-09-28		Gran Via Productions|Walden Media|Lemodeln Model & Talent Agency	en	US	based on true story	Drama
385736	Kicks	0.0	0.0	18	7.5	80.0	2016-09-09	http://www.focusfeatures.com/kicks	Bystorm Films|Animal Kingdom|Bow and Arrow Entertainment	en	US	blow job|cigarette smoking|illegal drugs|smoking weed|shoes	Adventure
713	The Piano	7000000.0	116700000.0	281	7.1	121.0	1993-05-19		New South Wales Film & Television Office|The Australian Film Commission|CiBy 2000|Jan Chapman Productions	en	NZ|AU|FR	love triangle|scotland|mother|adultery|sexuality|jealousy|culture clash|isolation|eroticism|strangeness|penalty|violent husband|new zealand|maori|arranged marriage|piano lessons|settler|wilderness|deceived husband|marriage|secret love|woman director	Drama|Romance
714	Tomorrow Never Dies	110000000.0	333011068.0	925	6.0	119.0	1997-12-11	http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/	Eon Productions	en	GB|US	london england|england|spy|china|news broadcast|intelligence|television|missile|manipulation of the media|secret intelligence service|special car|tv station|media tycoon|navy|motorcycle|secret service|hamburg germany	Adventure|Action|Thriller
8909	Wanted	75000000.0	258270008.0	2528	6.4	110.0	2008-06-19	http://www.wantedmovie.com/	Universal Pictures|Spyglass Entertainment|Bazelevs Production|Kickstart Productions|Marc Platt Productions|Top Cow Productions|Relativity Media|Ringerike Zweite Filmproduktion|Revolution Sun Studios	en	DE|US	assassin|loss of father|secret society|mission of murder|revenge	Action|Thriller|Crime
